,Category,Message
4350,1,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
4351,1,Hows the pain dear?y r u smiling?
4352,1,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
4354,1,"Sorry, I can't help you on this."
4355,1,Great. So should i send you my account number.
4356,1,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
4358,1,ÌÏ only send me the contents page...
4359,1,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
4360,1,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
4361,1,"I can't right this second, gotta hit people up first"
4362,1,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
4363,1,So what about you. What do you remember
4364,1,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4365,1,Mm yes dear look how i am hugging you both. :-P
4366,1,I like dis sweater fr mango but no more my size already so irritating.
4367,1,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
4368,1,Anytime lor...
4370,1,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
4372,1,Me fine..absolutly fine
4373,1,K and you're sure I don't have to have consent forms to do it :V
4376,1,How much is torch in 9ja.
4377,1,"Doing nothing, then u not having dinner w us?"
4378,1,How are you. Just checking up on you
4379,1,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
4380,1,Mathews or tait or edwards or anderson
4381,1,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
4382,1,No need lar i go engin? Cos my sis at arts today...
4383,1,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
4385,1,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
4386,1,S.i'm watching it in live..
4387,1,"see you then, we're all christmassy here!"
4388,1,"K I'm ready,  &lt;#&gt; ?"
4389,1,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
4390,1,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
4391,1,what are your new years plans?
4393,1,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
4394,1,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
4395,1,Dear :-/ why you mood off. I cant drive so i brother to drive
4396,1,When did dad get back.
4397,1,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
4398,1,Yes just finished watching days of our lives. I love it.
4399,1,Juz go google n search 4 qet...
4400,1,Many times we lose our best ones bcoz we are 
4401,1,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
4402,1,Just getting back home
4403,1,"Sorry, I'll call later  &lt;#&gt; mins"
4404,1,Dun need to use dial up juz open da browser n surf...
4406,1,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
4407,1,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
4409,1,You also didnt get na hi hi hi hi hi
4410,1,Ya but it cant display internal subs so i gotta extract them
4411,1,If i said anything wrong sorry de:-)
4412,1,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
4413,1,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
4414,1,"Yeah I should be able to, I'll text you when I'm ready to meet up"
4415,1,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
4416,1," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
4417,1,"When you get free, call me"
4418,1,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_
4419,1,Ok i msg u b4 i leave my house.
4420,1,Still at west coast... Haiz... ÌÏ'll take forever to come back...
4421,1,MMM ... Fuck .... Merry Christmas to me
4422,1,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
4423,1,Update your face book status frequently :)
4424,1,Just now saw your message.it k da:)
4425,1,Was it something u ate?
4426,1,So what did the bank say about the money?
4427,1,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
4428,1,Hey they r not watching movie tonight so i'll prob b home early...
4429,1,Yar lor... How u noe? U used dat route too?
4430,1,2mro i am not coming to gym machan. Goodnight.
4431,1,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
4432,1,Can u look 4 me in da lib i got stuff havent finish yet.
4433,1,Sounds great! Im going to sleep now. Have a good night!
4435,1,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
4436,1,How come u got nothing to do?
4437,1,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
4438,1,i want to grasp your pretty booty :)
4439,1,I've got it down to a tea. not sure which flavour
4440,1,I'm going 2 orchard now laready me reaching soon. U reaching?
4441,1,Dear i am not denying your words please
4442,1,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
4443,1,COME BACK TO TAMPA FFFFUUUUUUU
4444,1,"2 celebrate my båÕday, y else?"
4445,1,Merry christmas to u too annie!
4446,1,Please tell me you have some of that special stock you were talking about
4447,1,I sent them. Do you like?
4449,1,"Awesome, be there in a minute"
4450,1,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
4451,1,I've told you everything will stop. Just dont let her get dehydrated.
4452,1,Or I guess  &lt;#&gt;  min
4453,1,I'm home. Ard wat time will u reach?
4454,1,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
4455,1,"If you want to mapquest it or something look up \usf dogwood drive\"""
4456,1,Aight should I just plan to come up later tonight?
4457,1,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
4459,1,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
4460,1,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
4461,1,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
4462,1,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
4463,1,Ranjith cal drpd Deeraj and deepak 5min hold
4464,1,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
4465,1,Hey u still at the gym?
4466,1,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
4467,1,Much better now thanks lol
4468,1,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
4469,1,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
4470,1,Wa... U so efficient... Gee... Thanx...
4472,1,S but not able to sleep.
4474,1,We will meet soon princess! Ttyl!
4475,1,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
4476,1,Oh :-)only 4 outside players allowed to play know
4477,1,I anything lor.
4478,1,Erutupalam thandiyachu
4479,1,"Y cant u try new invention to fly..i'm not joking.,"
4480,1,No..its ful of song lyrics..
4481,1,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
4482,1,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
4483,1,Shopping? Eh ger i toking abt syd leh...Haha
4484,1,What not under standing.
4485,1,have * good weekend.
4486,1,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
4487,1,Call me when you get the chance plz &lt;3
4488,1,The new deus ex game comin early next yr
4489,1,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
4490,1,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
4491,1,Probably a couple hours tops
4492,1,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
4493,1,Man this bus is so so so slow. I think you're gonna get there before me
4494,1,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
4495,1,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
4496,1,Ok
4499,1,Nvm take ur time.
4500,1,So wat's da decision?
4501,1,Wot is u up 2 then bitch?
4502,1,Stupid.its not possible
4503,1,She told to hr that he want posting in chennai:)because i'm working here:)
4505,1,When are you guys leaving?
4506,1,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
4507,1,Not able to do anything.
4508,1,ÌÏ takin linear algebra today?
4509,1,This weekend is fine (an excuse not to do too much decorating)
4510,1,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
4511,1,Now project pa. After that only i can come.
4513,1,"Sure, whenever you show the fuck up &gt;:("
4514,1,That was random saw my old roomate on campus. He graduated
4516,1,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
4517,1,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
4518,1,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
4519,1,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
4520,1,Hi good mornin.. Thanku wish u d same..
4521,1,DO U WANT 2 MEET UP 2MORRO
4522,1,Actually I decided I was too hungry so I haven't left yet :V
4523,1,I've sent Ì_ my part..
4524,1,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
4526,1,Understand. his loss is my gain :) so do you work? School?
4527,1,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
4528,1,"Hiya, probably coming home * weekend after next"
4529,1,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
4530,1,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
4531,1,Ok both our days. So what are you making for dinner tonite? Am I invited?
4533,1,I have no money 4 steve mate! !
4534,1,IM LATE TELLMISS IM ON MY WAY
4535,1,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
4536,1,Normally i use to drink more water daily:)
4537,1,Dare i ask... Any luck with sorting out the car?
4538,1,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
4539,1,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
4540,1,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
4542,1,I've been trying to reach him without success
4543,1,when you and derek done with class?
4544,1,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
4545,1,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
4546,1,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
4547,1,Hope you are having a good week. Just checking in
4548,1,"Haha, my friend tyler literally just asked if you could get him a dubsack"
4549,1,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
4550,1,Great. Have a safe trip. Dont panic surrender all.
4551,1,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
4552,1,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
4553,1,Try to do something dear. You read something for exams
4554,1,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
4555,1,Gettin rdy to ship comp
4556,1,I am in hospital da. . I will return home in evening
4557,1,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
4558,1,Think + da. You wil do.
4559,1,I'm awake oh. What's up.
4560,1,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
4561,1,How much u trying to get?
4562,1,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
4563,1,Tell me again what your address is
4564,1,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
4565,1,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
4566,1,But you were together so you should be thinkin about him
4567,1,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4568,1,At WHAT TIME should i come tomorrow
4570,1,\CHA QUITEAMUZING THATåÕSCOOL BABE
4571,1,Omg how did u know what I ate?
4573,1,:( but your not here....
4574,1,Not directly behind... Abt 4 rows behind Ì_...
4578,1,No plans yet. What are you doing ?
4579,1,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
4580,1,Not course. Only maths one day one chapter with in one month we can finish.
4581,1,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
4583,1,Noooooooo please. Last thing I need is stress. For once in your life be fair.
4586,1,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
4587,1,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
4588,1,Have you not finished work yet or something?
4589,1,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
4591,1,Right it wasnt you who phoned it was someone with a number like yours!
4592,1,It's ok i wun b angry. Msg u aft i come home tonight.
4593,1,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
4594,1,Yo sorry was in the shower sup
4595,1,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
4596,1,Full heat pa:-) i have applyed oil pa.
4597,1,I'm stuck in da middle of da row on da right hand side of da lt... 
4598,1,Have you laid your airtel line to rest?
4599,1,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
4601,1,\Hey j! r u feeling any better
4602,1,And I don't plan on staying the night but I prolly won't be back til late
4603,1,THANX 4 PUTTIN DA FONE DOWN ON ME!!
4604,1,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
4605,1,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
4606,1,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
4607,1,We live in the next  &lt;#&gt; mins
4608,1,Y de asking like this.
4609,1,Just glad to be talking to you.
4610,1,Wat time Ì_ finish?
4611,1,Sorry da. I gone mad so many pending works what to do.
4612,1,How much you got for cleaning
4613,1,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
4615,1,ÌÏ called dad oredi...
4616,1,Good. do you think you could send me some pix? I would love to see your top and bottom...
4617,1,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
4618,1,"Sorry, I'll call later In meeting."
4619,1,THIS IS A LONG FUCKIN SHOWR
4620,1,"Received, understood n acted upon!"
4621,1,They finally came to fix the ceiling.
4622,1,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
4623,1,Jus finish blowing my hair. U finish dinner already?
4624,1,I'm on the bus. Love you
4625,1,Lol ... I knew that .... I saw him in the dollar store
4628,1,Only saturday and sunday holiday so its very difficult:)
4629,1,Everybody had fun this evening. Miss you.
4630,1,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
4631,1,"I'm in a meeting, call me later at"
4632,1,Oh wow thats gay. Will firmware update help
4633,1,These won't do. Have to move on to morphine
4634,1,How come i din c Ì_... Yup i cut my hair...
4635,1,K k pa Had your lunch aha.
4636,1,Oh ho. Is this the first time u use these type of words
4637,1,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
4638,1,Of course. I guess god's just got me on hold right now.
4639,1,Do you hide anythiing or keeping distance from me
4640,1,Havent.
4642,1,Sorry i din lock my keypad.
4643,1,Did u got that persons story
4644,1,Are you planning to come chennai?
4646,1,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
4647,1,We are okay. Going to sleep now. Later
4648,1,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
4649,1,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
4651,1,Where r e meeting tmr?
4652,1,Lol yes. But it will add some spice to your day.
4653,1,Hope you are having a great day.
4654,1,Our Prasanth ettans mother passed away last night. Just pray for her and family.
4655,1,"K, I'll work something out"
4657,1,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
4658,1,I cant pick the phone right now. Pls send a message
4659,1,You call him and tell now infront of them. Call him now.
4660,1,Ok no prob...
4661,1,Ladies first and genus second k .
4662,1,No. Yes please. Been swimming?
4663,1,Mum not going robinson already.
4664,1,Ok set let u noe e details later...
4665,1,Not..tel software name..
4666,1,I send the print  outs da.
4667,1,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
4668,1,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
4669,1,"I didnt get ur full msg..sometext is missing, send it again"
4670,1,"Probably not, I'm almost out of gas and I get some cash tomorrow"
4672,1,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
4673,1,I'm leaving my house now.
4675,1,ÌÏ ready then call me...
4676,1,Wewa is 130. Iriver 255. All 128 mb.
4677,1,It is a good thing I'm now getting the connection to bw
4678,1,Sry da..jst nw only i came to home..
4679,1,"That's cool he'll be here all night, lemme know when you're around"
4680,1,Are you staying in town ?
4681,1,"Haha yeah, 2 oz is kind of a shitload"
4682,1,Ok u can take me shopping when u get paid =D
4683,1,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
4684,1,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
4685,1,But pls dont play in others life.
4686,1,Eatin my lunch...
4687,1,Hmmm.but you should give it on one day..
4688,1,"Didn't try, g and I decided not to head out"
4689,1,Ok no prob
4690,1,Surly ill give it to you:-) while coming to review.
4691,1,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
4692,1,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
4693,1,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
4695,1,A guy who gets used but is too dumb to realize it.
4696,1,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out."
4697,1,Don no da:)whats you plan?
4698,1,Yes fine 
4700,1,I liked the new mobile
4701,1,Anytime...
4702,1,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
4703,1,Yar but they say got some error.
4704,1,Hey anyway i have to :-)
4705,1,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
4706,1,Wif my family booking tour package.
4707,1,"Did you say bold, then torch later. Or one torch and 2bold?"
4708,1,"Haha awesome, I might need to take you up on that, what you doin tonight?"
4709,1,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
4710,1,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
4711,1,Thats cool princess! I will cover your face in hot sticky cum :)
4712,1,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
4713,1,Oops i thk i dun haf enuff... I go check then tell Ì_..
4714,1,S:)8 min to go for lunch:)
4715,1,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
4716,1,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
4717,1,My uncles in Atlanta. Wish you guys a great semester.
4718,1,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
4719,1,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
4720,1,"Yup. Anything lor, if u dun wan it's ok..."
4721,1,"I'm home, my love ... If your still awake ... *loving kiss*"
4722,1,HELLO PEACH! MY CAKE TASTS LUSH!
4724,1,"There'll be a minor shindig at my place later tonight, you interested?"
4725,1,Jason says it's cool if we pick some up from his place in like an hour
4727,1,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
4728,1,I've reached already.
4729,1,I dont know ask to my brother. Nothing problem some thing that. Just i told .
4730,1,K:)eng rocking in ashes:)
4731,1,Wat time r Ì_ going to xin's hostel?
4732,1,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
4734,1,Oh k:)after that placement there ah?
4735,1,"Not for possession, especially not first offense"
4736,1,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
4737,1,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
4738,1,We have pizza if u want
4739,1,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
4740,1,Many more happy returns of the day. I wish you happy birthday.
4741,1,Ya very nice. . .be ready on thursday
4742,1,I am in hospital da. . I will return home in evening
4743,1,"\Thinking of u ;) x\"""""
4745,1,Orh i tot u say she now still dun believe.
4746,1,"When you just put in the + sign, choose my number and the pin will show. Right?"
4747,1,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
4748,1,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
4749,1,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
4751,1,Well boy am I glad G wasted all night at applebees for nothing
4753,1,Ok lor... Or u wan me go look 4 u?
4754,1,U wan 2 haf lunch i'm in da canteen now.
4755,1,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
4756,1,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
4759,1,I'm home. Doc gave me pain meds says everything is fine.
4760,1,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
4761,1,Me too! Have a lovely night xxx
4762,1,Prepare to be pleasured :)
4763,1,Hi.:)technical support.providing assistance to us customer through call and email:)
4764,1,if you text on your way to cup stop that should work. And that should be BUS
4765,1,Whens your radio show?
4767,1,I'm not sure if its still available though
4768,1,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
4769,1,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
4770,1,Hi..i got the money da:)
4771,1,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
4772,1,Ok then u tell me wat time u coming later lor.
4773,1,U repeat e instructions again. Wat's e road name of ur house?
4774,1,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
4775,1,Quite lor. But dun tell him wait he get complacent...
4776,1,Sorry completely forgot * will pop em round this week if your still here?
4777,1,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
4778,1,O we cant see if we can join denis and mina? Or does denis want alone time
4779,1,Sen told that he is going to join his uncle finance in cbe
4780,1,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
4781,1,"Call me, i am senthil from hsbc."
4782,1,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
4783,1,Indeed and by the way it was either or - not both !
4785,1,Holy living christ what is taking you so long
4786,1,ÌÏ thk of wat to eat tonight.
4787,1,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
4788,1,We're on the opposite side from where we dropped you off
4789,1,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
4790,1,Send me your resume:-)
4791,1,Gd luck 4 ur exams :-)
4792,1,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
4793,1,Sorry that was my uncle. I.ll keep in touch
4794,1,Saw Guys and Dolls last night with Patrick Swayze it was great
4797,1,Just come home. I don't want u to be miserable
4798,1,I dont know why she.s not getting your messages
4799,1,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
4800,1,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
4801,1,Reverse is cheating. That is not mathematics.
4802,1,How do you plan to manage that
4803,1,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
4804,1,Sorry for the delay. Yes masters
4805,1,Call me when u finish then i come n pick u.
4807,1,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
4808,1,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
4809,1,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
4810,1,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
